GRE Score,TOEFL Score,University Rating,SOP,LOR ,GPA,Research,Chance of Admit,Category
300.0,118.0,1.0,3.6,2.8,3.73,0,0.648,Reach
327.0,103.0,4.0,1.4,4.6,2.14,0,0.69,Medium
320.0,117.0,2.0,1.7,2.5,3.43,1,0.772,Medium
327.0,109.0,1.0,2.0,2.8,3.23,0,0.62,Reach
328.0942975654213,92.0,1.0,3.745407578835343,1.8010521710384786,3.507058849496811,0,0.57,Reach
297.0,113.0,5.0,4.2,4.1,2.37,1,0.898,Safe
299.54029650768314,120.0,5.0,3.362117887816891,3.99127691190723,2.4921400116892136,1,0.85,Safe
309.75536382370484,94.11133015244894,4.0,3.414979504202982,3.519291819969175,3.4899437990279556,1,0.856,Safe
297.1144353296079,103.06986225911851,3.0,4.80377608368022,3.945254321964295,2.193133713147913,0,0.596,Reach
292.0,93.0,5.0,1.4,3.7,2.11,0,0.636,Reach
322.0,113.0,1.0,3.8,4.4,3.2,0,0.635,Reach
333.3520397904261,107.86372232095866,4.0,4.826736361643007,2.3596371833724556,3.45809320298242,1,0.884,Safe
313.0,95.0,5.0,4.6,4.6,2.17,1,0.863,Safe
293.3485521754614,118.37699678989297,5.0,4.243248413337194,2.8577501243125427,2.7867933314858657,0,0.627,Reach
296.63232284644084,94.778691842642,4.0,3.3182755904834753,2.0819991603993673,3.2401721604525253,1,0.858,Safe
304.01099492967546,105.24764968363658,5.0,5.0,3.8689948534535694,3.9059612317296994,1,0.893,Safe
300.0,118.0,4.0,2.0,3.8,3.72,1,0.831,Medium
307.0,111.0,5.0,2.6,4.7,2.48,0,0.717,Medium
301.8983605797933,112.87236285563571,2.0,4.686148857337547,4.772828183534486,2.573914065732781,1,0.875,Safe
316.7302231952428,106.06858390675195,3.0,3.191985475670769,4.47780702589492,3.1461743589439206,1,0.869,Safe
306.1241611090453,92.24733185042854,2.0,3.9783693727268408,2.9744875077452373,2.412263006024071,0,0.536,Reach
312.863401336565,112.29063967070653,2.0,1.0474004750224555,1.5503276729617161,3.844512319902571,0,0.586,Reach
333.1563297729592,100.56100515044118,5.0,3.4992379942806133,3.765720454580766,2.582159068717988,1,0.864,Safe
324.87639184778266,92.0,4.0,3.7668475895371363,4.0666727038761135,2.5046793871406177,0,0.64,Reach
331.0,102.0,4.0,1.7,3.6,3.5,0,0.697,Medium
292.6748332963351,103.15713463911692,5.0,1.6328273035697372,2.6639916348214423,2.322456854966849,0,0.597,Reach
322.0,99.0,3.0,1.6,3.7,3.31,0,0.646,Reach
300.6520768142249,118.26420190113728,4.0,4.977432870766158,2.784986415677035,3.5328799753741644,1,0.875,Safe
291.38508712250564,117.55492890098618,4.0,1.1437504534795078,1.8034915163598915,2.53946756219033,0,0.538,Reach
325.0,115.0,4.0,2.9,4.5,3.39,0,0.735,Medium
339.0,92.0,2.0,3.6,4.6,3.84,1,0.863,Safe
294.47818358997745,110.4215937571357,4.0,3.8595454960319002,3.1282591909995356,3.987543222853026,1,0.851,Safe
293.3608037808198,97.74683456666975,5.0,4.05564751020877,1.7310053322134544,3.3917959998140144,0,0.641,Reach
302.5741692377026,111.3559641618524,3.0,4.836126869169685,1.7019006366273384,3.4606254519858304,0,0.623,Reach
326.0,114.0,5.0,4.2,4.2,3.3,1,0.962,Safe
317.0,110.0,3.0,3.4,1.7,2.92,0,0.639,Reach
307.97095856545553,97.29972888877562,2.0,2.776618940694224,4.896981965802749,2.405768813522835,0,0.629,Reach
300.11462506311506,97.54210173904494,1.0,3.2152357784606185,1.3921477645322005,2.3134766196007552,0,0.498,Reach
312.66246237346496,116.12407464427825,4.0,3.552926113991247,2.1534479647634064,2.199462089287429,0,0.64,Reach
300.0,100.0,3.0,4.9,1.9,2.13,1,0.77,Medium
333.89680398764676,113.17951667543089,3.0,3.3654699171497393,3.1036437624870272,3.4453453566648786,1,0.923,Safe
301.8615044545607,118.31875037124158,4.0,4.663566264474368,4.833646189459997,3.002921206800523,1,0.903,Safe
326.0,107.0,2.0,3.9,2.3,3.87,1,0.841,Medium
299.0,117.0,2.0,3.0,1.1,3.11,1,0.779,Medium
333.446132695054,113.6966648245046,3.0,3.3548013755297292,3.1744178857440923,3.506405445710383,1,0.923,Safe
315.84980120910114,101.19629863773038,1.0,3.6560441911172,5.17864221952862,3.699798637028006,1,0.864,Safe
332.3755812534095,105.74587051578389,3.0,4.507176119910347,4.478148809712344,2.981521223666155,1,0.889,Safe
331.0,113.0,5.0,1.7,2.6,3.34,1,0.792,Medium
316.21272511428765,107.39049738974471,3.0,3.21170880157872,4.5099257573045,3.130110678863774,1,0.869,Safe
303.9014747824067,113.90252246668204,1.0,4.109165177580445,1.2402291845963367,2.552491979370816,0,0.57,Reach
332.5821911020285,111.91014897319121,3.0,1.0,3.3531705780566616,3.410191444963947,0,0.638,Reach
311.0,98.0,1.0,1.3,2.4,3.65,1,0.687,Medium
291.0,103.0,2.0,2.2,4.9,3.73,0,0.697,Medium
323.7195640826005,97.29915729598618,4.0,2.245638369722832,4.406121066662302,3.7614581495822494,1,0.891,Safe
333.0,113.0,3.0,3.4,3.1,3.47,1,0.923,Safe
333.0,97.0,5.0,3.9,2.6,2.84,1,0.851,Safe
333.0,119.0,4.0,2.9,2.8,3.36,1,0.821,Medium
298.0,95.0,4.0,3.3,2.1,3.27,1,0.858,Safe
331.5669286726121,97.86146809916558,1.0,1.4956429951435253,3.506500848944266,2.705396010255951,0,0.584,Reach
335.78610526786986,97.15767175817561,5.0,4.829816687452139,4.0285863602905065,3.291152853356163,1,0.888,Safe
318.0,95.0,1.0,3.3,2.8,3.79,1,0.766,Medium
299.9731446618324,109.51039833024547,5.0,1.2986295301924786,3.3054698509419285,3.4575383976729066,0,0.64,Reach
313.34640248269017,94.3685127739415,5.0,4.590621032536143,4.481820167932844,2.1779460640156305,1,0.863,Safe
298.5670045571945,94.76877800875826,4.0,3.26616224644045,2.0785416550762443,3.3021696173114994,1,0.858,Safe
309.89744053595075,114.15659667644917,4.0,2.7642476343585933,3.207084845055187,3.459312924682333,1,0.864,Safe
317.8413321634159,93.79049576665778,1.0,2.322870545212367,2.0108218990166216,3.79776848309103,0,0.633,Reach
308.4629979764519,106.1703174478401,5.0,3.648901727557162,4.178655822436807,3.459435156200888,1,0.942,Safe
297.03653892216545,95.10995644749386,4.0,3.296719538454063,2.064773889032712,3.283873279809593,1,0.858,Safe
340.0,100.0,2.0,4.3,1.8,2.52,1,0.79,Medium
309.14228159369173,113.32078820105333,1.0,3.0032407453298915,1.9799534549651674,2.2420008952706394,0,0.491,Reach
298.0,119.0,4.0,4.7,2.4,3.73,1,0.842,Medium
334.0,104.0,4.0,2.7,1.1,3.58,1,0.788,Medium
306.1912228213291,98.93746356884255,5.0,3.468130158950104,3.1626212131459366,3.8588223417504457,1,0.888,Safe
305.44083678850717,109.19866481995724,2.0,2.2079906397971927,4.813831729225835,3.9346556687024283,1,0.879,Safe
301.0,113.0,3.0,3.5,4.4,3.81,0,0.685,Medium
310.0,95.0,3.0,4.7,4.7,3.71,0,0.722,Medium
335.99155273903,110.95103751441009,2.0,2.6287002151656083,1.8244291031191617,2.2620780262802147,0,0.618,Reach
324.0,113.0,4.0,2.6,2.6,3.63,0,0.733,Medium
334.75671044556384,96.74282001056751,5.0,4.739693494324126,3.9585099531508803,3.2784683469120823,1,0.888,Safe
303.0,109.0,1.0,1.6,1.4,3.7,1,0.748,Medium
303.1169170777425,113.38996306914622,2.0,4.539316171087885,4.64112698289934,2.6135252189688387,1,0.875,Safe
332.0,115.0,2.0,2.2,1.3,2.21,1,0.718,Medium
298.60979851721913,116.51673694298069,1.0,4.537364703411966,2.3985059992502316,2.801502839638994,0,0.655,Medium
339.0,94.0,2.0,1.1,1.5,3.93,0,0.54,Reach
330.0,118.0,5.0,3.9,1.6,3.2,1,0.878,Safe
299.511354453019,94.81972962982991,4.0,3.292567494212926,2.1591595575063582,3.2518601944832715,1,0.858,Safe
322.27650494203556,107.29525264162487,4.0,3.4530130948846662,4.931442083772674,2.2411236497868394,1,0.864,Safe
290.0,100.9378231872786,5.0,3.108312300604709,1.0753644391596473,2.4213518164927117,0,0.609,Reach
325.8777405927789,116.55331380532043,2.0,4.266247603578356,2.9859767008153923,3.7999965646052956,1,0.899,Safe
326.0,119.0,5.0,3.7,4.6,3.63,0,0.767,Medium
314.4867464165127,94.76474877599979,5.0,4.874153506748428,4.758529716320647,3.883731136310694,1,0.961,Safe
312.0,99.0,4.0,2.7,4.6,3.59,0,0.69,Medium
333.73766509334047,96.6926212208533,5.0,3.893670984291458,2.494005586066835,2.8446443297446744,1,0.851,Safe
312.0,106.0,3.0,1.6,1.4,3.99,0,0.636,Reach
332.0,102.0,1.0,2.0,4.3,2.44,1,0.759,Medium
334.89200869553514,104.56032850080872,2.0,4.761380322563515,1.111952477125132,3.232978432477954,0,0.648,Reach
336.0,96.0,1.0,3.2,1.8,3.12,1,0.728,Medium
290.0,107.99343202060547,4.0,4.011870004146978,2.144520339988388,3.61324949979438,1,0.925,Safe
290.35274193438744,107.00326459277574,1.0,4.90120896405745,0.9513563165122122,3.52774589598075,0,0.625,Reach
309.0,115.0,5.0,4.4,4.4,2.92,0,0.726,Medium
337.0,98.0,2.0,4.7,2.6,2.01,1,0.757,Medium
336.6142052434108,108.10118960777427,4.0,3.4348649108433253,1.2199620364247026,2.147412613413079,0,0.643,Reach
329.0,110.0,4.0,2.8,3.3,3.81,0,0.724,Medium
293.0,107.0,1.0,4.0,2.0,2.95,0,0.605,Reach
312.0,102.0,1.0,3.5,2.3,3.45,1,0.728,Medium
323.0,96.0,2.0,4.0,2.7,3.91,0,0.683,Medium
302.87891295619295,112.99582492405904,2.0,4.61120492556914,4.751009131949779,2.601117216596496,1,0.875,Safe
304.79777057984467,111.58434525033991,4.0,3.667772476687216,4.226482053457643,3.5505529875937025,1,0.882,Safe
316.0,115.0,2.0,1.3,4.1,3.44,1,0.866,Safe
319.9454508525828,107.08353726808961,3.0,4.916773840023515,1.5248365265880124,3.3862660285157724,1,0.89,Safe
290.1035764738011,104.1499685357892,3.0,3.6651966615497042,3.546838141185537,3.9913369286713474,1,0.86,Safe
337.0,93.0,2.0,4.6,3.0,2.77,1,0.717,Medium
313.0,119.0,5.0,3.8,2.1,2.46,1,0.787,Medium
296.99196360710533,119.54474528634351,5.0,3.352765078113703,3.9311514697624883,2.523288409935079,1,0.85,Safe
332.0380159994203,116.40526442817736,2.0,3.0208232821409915,3.684112155247161,3.2833839031015137,1,0.871,Safe
336.2510967154093,97.9756113254021,4.0,2.594869811040595,2.6117269640512597,2.6198017701048393,1,0.768,Medium
312.0,95.0,4.0,5.0,1.5,2.93,0,0.665,Medium
329.8830379073128,105.27541256843563,3.0,1.7910689382577376,2.172633441602055,2.7452296778191276,0,0.599,Reach
295.31183403037403,115.94395323662052,2.0,3.6196921937586097,4.532177238698262,3.6421796420003267,1,0.891,Safe
292.5781871208569,118.3373911414234,5.0,3.0108695118605038,4.674582039645667,3.382837034574721,1,0.931,Safe
328.0,102.0,1.0,2.4,3.5,3.74,1,0.755,Medium
295.0,96.0,2.0,4.9,1.7,2.93,0,0.612,Reach
327.38369681212674,108.79962050022701,1.0,2.0038504898513727,2.672326322825788,3.218552199168395,0,0.62,Reach
323.3431444073516,117.44934516997509,5.0,2.2925785757703494,3.5692766098708866,3.5750038821723464,1,0.863,Safe
324.03506789456685,109.33367380813957,3.0,4.865668300788487,4.859381817589757,2.3521048786392558,1,0.879,Safe
294.0,116.0,1.0,1.2,2.4,3.81,1,0.771,Medium
325.1036684348279,92.04868098857531,4.0,3.7458030788946792,4.116814744904902,2.5212693297257007,0,0.64,Reach
290.79450706774554,118.57576194814949,3.0,2.9887275130053435,4.953840625052628,3.018848196106007,1,0.875,Safe
290.0,108.0,2.0,3.6,2.8,3.26,1,0.796,Medium
302.7570751073876,97.7071576592466,5.0,4.051454610484336,2.6650771811468976,3.895761538476348,1,0.909,Safe
316.0,95.0,1.0,2.4,3.4,3.42,0,0.604,Reach
290.0,113.13558455926177,5.0,3.032212927109032,2.826905680006955,3.5949395508611017,1,0.853,Safe
310.0,114.0,4.0,2.7,3.2,3.45,1,0.864,Safe
307.0,120.0,5.0,4.3,3.6,2.73,1,0.841,Medium
337.34376993184236,96.86472045667274,2.0,3.3705047949669247,1.9655167574721073,2.6972003874088886,0,0.617,Reach
312.34999079186923,98.72343662007944,4.0,1.904391013112153,1.6016659258962165,3.2645933041388266,0,0.606,Reach
319.3417825226432,101.79537994745428,2.0,3.269515043979891,4.605245677250489,3.6298371054564176,1,0.89,Safe
314.0,112.0,4.0,4.2,2.2,3.35,0,0.724,Medium
338.0,96.0,5.0,3.5,3.5,2.32,0,0.678,Medium
312.0,118.0,3.0,1.1,1.8,2.49,0,0.541,Reach
290.2702321818475,112.72013336813471,4.0,1.5568028608089304,3.7634123106527637,2.7534402973974506,0,0.619,Reach
313.0,97.0,3.0,1.1,4.7,2.67,1,0.803,Medium
313.0,104.0,2.0,1.3,2.5,3.01,1,0.691,Medium
294.0250984625786,106.38760485910575,3.0,1.2018907738787565,3.163233922695466,2.9914709185589796,0,0.579,Reach
311.8496491828986,113.06832402050097,2.0,3.7367077018274273,3.551061240799576,3.484989427537867,1,0.879,Safe
306.8451014219486,99.10495968553833,1.0,1.0234443272285203,2.1360449809333115,3.026866521682307,0,0.581,Reach
302.1198030110622,113.54974773146108,2.0,4.730284070057699,4.77194226628827,2.640098702486363,1,0.875,Safe
292.3590394457051,110.91951832157856,1.0,2.359432143985563,1.5393561252172974,2.536739664255185,0,0.566,Reach
297.28550748836597,95.36589823401428,4.0,3.273304279296324,2.0036261999164395,3.292793413470491,1,0.858,Safe
290.0,108.43564939627531,1.0,3.4576718812530287,1.2463473492206913,3.8127647470922916,0,0.566,Reach
294.0,100.0,3.0,2.3,1.8,3.28,0,0.622,Reach
311.55138774594514,118.10613714332297,3.0,4.502638621418885,2.4691212816829124,3.8296872773699606,1,0.908,Safe
330.49132330916154,115.72890255852234,2.0,2.9638833926939094,3.7934897003743613,3.3443343529015666,1,0.871,Safe
316.0,109.0,4.0,2.8,3.9,2.02,1,0.783,Medium
328.0569371388423,92.27207107178685,1.0,3.6832687725312754,1.856315810172943,3.416369030578581,0,0.57,Reach
330.1785132616018,116.11254762863815,2.0,3.0217510305726383,3.7325723299126214,3.3214397269600107,1,0.871,Safe
331.01711147038696,119.74899805615003,2.0,4.3009560045925435,1.5434274180483476,2.679337436713958,0,0.615,Reach
309.9724779273381,114.06239405559708,4.0,2.687114110322944,3.2491807109063204,3.4687822082213793,1,0.864,Safe
313.94341036256446,96.08189202718795,1.0,4.538798485522493,2.8004141146736097,3.7175295620694713,0,0.648,Reach
335.0,97.0,5.0,4.7,3.9,3.28,1,0.888,Safe
298.0,100.0,2.0,2.7,2.8,3.45,1,0.79,Medium
292.6493661436889,102.74437304217332,2.0,4.866521859248208,2.464026966069927,2.6242467182357045,0,0.571,Reach
307.0,94.0,5.0,3.5,1.4,2.41,1,0.731,Medium
340.0,92.05525602690805,2.0,3.5396002521518746,4.594683196683362,3.8540769249060767,1,0.863,Safe
331.8236484197084,112.92682802584673,3.0,3.382260534816997,3.0706753543814314,3.4791535395290833,1,0.923,Safe
337.0,92.0,3.0,1.3,4.8,2.98,1,0.787,Medium
291.2921584868916,101.92655258581661,5.0,4.353069269807921,4.4361159047322705,2.7354454997757367,1,0.86,Safe
301.0,96.0,1.0,2.9,3.7,2.5,1,0.72,Medium
318.79520195320674,100.4857849730513,2.0,3.290155513472604,4.544580376674653,3.6619255678364393,1,0.89,Safe
330.0,102.0,2.0,1.6,3.2,3.38,1,0.834,Medium
322.63533163610816,112.89113460701306,1.0,3.7565522579821438,4.399829772960268,3.162769607749063,0,0.635,Reach
299.43290513663123,97.33420759194078,1.0,3.0887147345914627,1.4665399315669612,2.24770491556056,0,0.498,Reach
317.0,116.0,5.0,1.9,2.6,2.73,0,0.63,Reach
293.0392946926003,118.47938432749932,5.0,3.0066545795085657,4.741185454671722,3.3890044985790837,1,0.931,Safe
323.27278221327316,98.18905937766357,4.0,2.2959893281478667,4.372944271474784,3.7307400180731225,1,0.891,Safe
324.0,98.0,4.0,2.3,4.3,3.78,1,0.891,Safe
325.0,109.0,3.0,4.8,4.8,2.36,1,0.879,Safe
313.0,115.0,2.0,1.6,3.7,2.69,1,0.757,Medium
338.0,115.0,3.0,2.8,1.7,2.78,1,0.791,Medium
329.0,108.0,4.0,2.9,3.9,3.96,0,0.713,Medium
310.2301149340807,113.79188244973194,4.0,2.7231037125349906,3.249563554438904,3.4795162533830473,1,0.864,Safe
317.3537150233796,109.9206630878764,3.0,2.388054936626559,2.317840992802399,3.159539922192931,0,0.58,Reach
306.0,112.0,2.0,1.1,2.9,3.38,1,0.715,Medium
330.0,110.0,2.0,2.9,4.7,3.17,0,0.657,Medium
334.0,96.0,5.0,2.1,2.7,3.63,1,0.83,Medium
320.0,120.0,1.0,2.6,1.3,3.26,1,0.751,Medium
313.0,106.0,3.0,3.2,4.8,2.52,0,0.655,Medium
330.0,97.0,3.0,1.4,3.3,2.36,1,0.776,Medium
320.0,94.0,4.0,4.2,1.9,3.67,1,0.822,Medium
294.0,92.0,5.0,1.1,1.7,3.29,0,0.63,Reach
321.0,96.0,4.0,1.2,2.6,3.68,0,0.697,Medium
296.27215529171485,95.73042522384165,2.0,4.945915098652536,1.775184253940308,2.9567182024240934,0,0.612,Reach
325.95559534124965,113.87898903054831,5.0,4.1801715792033445,4.230901497706429,3.25198260628178,1,0.962,Safe
316.0,120.0,5.0,2.2,1.3,2.87,0,0.647,Reach
303.0,103.0,1.0,1.0,2.6,3.95,0,0.596,Reach
294.0,119.0,2.0,3.0,4.9,2.01,1,0.794,Medium
326.0,102.0,4.0,2.3,2.7,3.76,0,0.705,Medium
330.0,116.0,2.0,4.9,2.9,3.08,0,0.655,Medium
326.0,98.0,2.0,3.0,3.2,2.62,0,0.611,Reach
340.0,102.0,1.0,3.3,2.6,2.84,1,0.708,Medium
317.41410696765314,106.97873627928743,3.0,4.967302263760492,1.491727281353266,3.4175550994848245,1,0.89,Safe
294.0,117.0,5.0,4.5,3.2,3.62,1,0.831,Medium
329.0,119.0,4.0,2.1,1.8,2.24,0,0.645,Reach
306.0,95.0,4.0,3.3,4.5,2.59,1,0.819,Medium
332.89267573296604,112.09924296895547,3.0,1.0985939210312732,3.3977142305728196,3.4345871823091736,0,0.638,Reach
339.4868205390779,116.8534060666536,5.0,5.0,1.3623433262042286,2.6644696873173905,1,0.854,Safe
311.0,96.0,1.0,4.5,3.6,2.43,0,0.539,Reach
315.43368271828405,95.50012229667085,1.0,4.479254704859221,2.8976683558431597,3.7498279184198897,0,0.648,Reach
304.0,97.0,1.0,4.1,3.4,2.53,1,0.722,Medium
333.0,92.0,3.0,4.2,2.4,2.84,1,0.848,Medium
297.33814262628744,112.7956191357973,5.0,4.207949795503634,4.099385852811152,2.402211577612655,1,0.898,Safe
336.0,111.0,2.0,2.6,1.8,2.18,0,0.618,Reach
336.9911920996538,96.81874640589145,2.0,3.424725213179176,1.9104601132282422,2.649232061625881,0,0.617,Reach
331.0,106.0,3.0,2.4,4.6,3.11,0,0.662,Medium
309.0,105.0,4.0,1.1,3.8,2.82,1,0.779,Medium
292.0,95.0,5.0,1.1,2.8,3.47,0,0.622,Reach
330.39769543749367,117.95847834221406,5.0,3.990453312699896,1.6628155886649725,3.188117117310503,1,0.878,Safe
326.0,120.0,2.0,2.8,2.0,2.23,1,0.728,Medium
324.34603499723676,92.04896142768735,4.0,3.758601389043098,4.030960759997259,2.582883737367149,0,0.64,Reach
328.22575805749585,109.05722335697932,5.0,4.260596428631384,1.1063215437069467,2.94497001493317,1,0.852,Safe
338.0,100.0,4.0,3.9,3.6,3.0,1,0.873,Safe
330.68928732903436,97.82942648471348,4.0,4.9305502963431005,4.431373837761177,2.3365830061335195,1,0.859,Safe
330.0,104.0,2.0,1.8,4.9,3.32,0,0.689,Medium
305.23706109174765,96.38993800444607,2.0,2.7411949899554724,4.9556015830151905,2.356629233809187,0,0.629,Reach
302.0,98.0,4.0,3.8,4.6,2.71,1,0.804,Medium
292.0,110.0,3.0,3.8,3.5,3.28,0,0.698,Medium
295.0,119.0,3.0,2.3,4.4,3.39,0,0.689,Medium
290.0,103.39956498982077,5.0,3.915386326934264,2.577319937278407,3.644309270819217,1,0.87,Safe
337.0,118.0,4.0,3.0,1.2,2.88,1,0.824,Medium
339.0,116.0,1.0,3.4,3.2,3.97,1,0.828,Medium
301.0,119.0,5.0,3.9,2.9,2.81,0,0.721,Medium
339.0,117.0,3.0,1.6,1.5,3.04,1,0.795,Medium
314.2070071344057,112.35639384956905,2.0,4.387268321415262,1.6831637548715368,3.1960973365587737,0,0.636,Reach
294.59004283326186,115.92817052403085,2.0,3.527698979524325,4.603619293021663,3.681661073330523,1,0.891,Safe
313.0,112.0,1.0,1.0,5.0,3.67,0,0.642,Reach
290.0,103.65117652509441,5.0,3.927533505289041,2.5904869048579773,3.663003848761474,1,0.87,Safe
294.0,102.0,1.0,1.7,1.7,2.83,1,0.656,Medium
296.8363178706689,112.54270636295463,5.0,4.203965791608813,4.181825013796313,2.358811450257863,1,0.898,Safe
330.0,114.0,1.0,5.0,4.7,3.06,1,0.831,Medium
295.0,99.0,4.0,1.1,2.4,2.45,0,0.576,Reach
292.0,95.0,5.0,1.4,4.8,3.76,0,0.725,Medium
290.6835174888659,119.39594176093335,3.0,2.940590807119096,4.937442218581081,3.000764962503942,1,0.875,Safe
298.0,104.0,1.0,3.5,4.0,2.05,1,0.727,Medium
290.0,114.5858269821283,2.0,4.565135128892308,3.0456452743827316,2.7289014361243766,0,0.566,Reach
335.78820773114205,116.25802846924817,2.0,1.9870894984838796,3.7352345030898184,3.680141799436643,0,0.603,Reach
303.3124225726083,114.05247346387442,1.0,4.187684053931654,1.1572132953519536,2.5245426945921143,0,0.57,Reach
290.0,102.0,1.0,1.4,2.2,2.88,1,0.679,Medium
294.0,107.0,3.0,2.5,4.5,3.87,0,0.7,Medium
335.3726673232274,105.24866131657576,2.0,3.3072642101959193,4.828593683702527,2.3706568157618606,0,0.618,Reach
332.5383218653965,97.00884805985112,5.0,3.869670683117793,2.6754132229243486,2.847561861539484,1,0.851,Safe
322.0,104.0,1.0,1.7,2.7,3.6,0,0.579,Reach
300.1514458991566,118.20184494801316,5.0,3.8356954344381364,2.8770616446689665,2.7901094640585207,0,0.721,Medium
337.0,102.0,3.0,1.2,1.5,3.78,1,0.766,Medium
314.8704377464159,114.95682596572499,5.0,2.360563132276239,1.2996506674655413,3.9643262718701675,1,0.851,Safe
326.0279432611415,100.33916679858267,3.0,4.303174007545088,3.5353108120171295,3.5555948998347366,1,0.873,Safe
319.481241106881,108.00051476208523,1.0,4.633862207307646,2.225361762649573,2.849975830610319,1,0.735,Medium
304.0,98.0,4.0,2.6,3.4,2.13,1,0.778,Medium
309.435029966921,103.07305897237138,1.0,1.9794537493906608,2.171546227248117,3.996644204165115,0,0.589,Reach
315.4574786611598,96.87362990997147,4.0,4.2528773406473,3.4047419364877993,2.7909131136545082,1,0.88,Safe
306.0153020025989,99.56797122654311,5.0,3.404492146914458,3.377472720367405,3.7939535610926614,1,0.888,Safe
